name,phone_numbers,officialPhone,email,websites,officialWebsite,yearEstablished,facebookLink,twitterLink,linkedinLink,instagramLink,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,affiliationTypeIds,description,numberDoctors,capacity,specialties,procedure,equipment,capability,recency_of_page_update,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,number_of_facts_about_the_organization,post_metrics_most_recent_social_media_post_date,post_metrics_post_count,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Ramesh Opticals,"[""+919049190418""]",+919049190418,null,"[""https://www.facebook.com/www.rameshopticalscollegeroad.con/about"",""https://www.facebook.com/722976321091172""]",null,null,https://www.facebook.com/722976321091172,null,null,null,Shop No. 48 Main Road,null,null,Nashik,Maharashtra,422001,India,IN,clinic,private,null,Intro: Contact lens clinic and optical hub.,null,null,"[""familyMedicine"",""ophthalmology""]",null,null,null,null,1,null,null,null,null,null,650,null,null,20.00437164,73.78900146
Rameti Oral & Maxillofacial Centre Allahabad,"[""+919415426799""]",+919415426799,asdrashutosh@gmail.com,"[""https://www.facebook.com/1063502807070694"",""https://www.bharatibiz.com/en/rameti-oral-maxillofacial-centre-094154-26799""]",null,null,https://www.facebook.com/1063502807070694,null,null,null,"Daraganj, Kacchi Sadak",Near Union Bank Atm,null,Allahabad,Uttar Pradesh,211006,India,IN,clinic,private,null,Dentist and dental surgery,null,null,"[""familyMedicine""]",null,null,"[""Provides oncology services"",""Provides dental services"",""ISIC Code 8620""]",null,null,null,null,null,null,null,null,null,null,25.45125198,81.88270569
RamKrishna Children's Hospital Warud,"[""+918999891190""]",+918999891190,dr.amol005@gmail.com,"[""https://www.facebook.com/102084135544016""]",null,null,https://www.facebook.com/102084135544016,null,null,null,First Floor Above Esaf Bank,"Near New Ghar Sansar Sale, Shrirao Wadi",Approach Road Warud,Warud,Maharashtra,444906,India,IN,hospital,null,null,null,null,null,"[""pediatrics"",""internalMedicine""]",[],[],[],null,1,TRUE,null,null,2021-10-25,1,803,809,8,21.47499657,78.26999664
Ramkrishna Clinic,"[""+919339045528"",""+918617742084""]",+919339045528,hpbapi107@gmail.com,"[""https://www.facebook.com/102810278811684""]",null,null,https://www.facebook.com/102810278811684,null,null,null,"Malancha Apparrtment, 87b/2a/1",Raja S.c. Mallick Road,Ramgarh (opp. To West Wind),Kolkata,West Bengal,700086,India,IN,clinic,private,null,Multi-discipline facility just under one roof! Solutions to all types of Medical & Health problems at your doorstep. World-class doctors of various disciplines offering you better well-being through dedicated service round the clock.,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.47413063,88.37619019
Ramkrishna diagnostic center,"[""+919851246443""]",+919851246443,null,"[""https://www.mappls.com/place-ramkrishna+diagnostic+centre-sehara+bazar-sehara-west+bengal-713423-IXYE8P@zdata=MjMuMTExMTA3Kzg3LjgwMjY0NSsxNytJWFlFOFArK25yed"",""https://www.facebook.com/120807704443770""]",null,null,https://www.facebook.com/120807704443770,null,null,null,Sehara Bazar,null,null,Seharabazar,West Bengal,713423,India,IN,clinic,null,null,Pathology & Diagnostic Lab,null,null,"[""pathology"",""familyMedicine""]",[],[],"[""Provides pathology and diagnostic laboratory services""]",null,null,null,null,null,null,null,null,null,null,23.1101265,87.80227661
"Ramnath Prasad Hospital Road, Ramgarhwa NH-527D, East Champaran, Bihar, India-845433","[""+919434212746""]",null,jsccreditors@gmail.com,"[""jsccr.org"",""http://www.jsccr.org/""]",jsccr.org,null,https://www.facebook.com/220368695230845,null,null,null,Ramnath Prasad Hospital Road,Ramgarhwa Nh-527d,null,East Champaran,Bihar,845433,India,IN,hospital,null,null,null,null,null,"[""internalMedicine""]",[],[],[],null,null,null,null,null,null,null,null,null,null,26.84216881,84.76976013
Rampur Polyclinic,"[""+919085757482""]",+919085757482,rampurpolyclinic23@gmail.com,"[""https://www.facebook.com/112865821785124""]",null,null,https://www.facebook.com/112865821785124,null,null,null,Brahmaputra Road,Rampur,null,Nalbari,Assam,781335,India,IN,clinic,null,null,A COMPLETE MEDICAL AND DENTAL UNIT WITH ADVANCED DIAGNOSTIC CENTER,null,null,"[""dentistry"",""familyMedicine"",""internalMedicine""]",[],[],"[""Provides medical and dental services"",""Has an advanced diagnostic center""]",null,1,FALSE,null,null,2024-04-13,1,93,97,null,26.44490242,91.43836975
Rams Multi Speciality Hospital,"[""+914212200456""]",+914212200456,null,"[""https://gynecologistnearme.in/city/tiruppur/rams-multi-speciality-hospital/""]",null,null,https://www.facebook.com/112897921641030,null,null,null,"82, Murungappalayam Main Road","Avinashi - Tiruppur Rd, Near Csi Church",Murugappalayam Extension,Murungapalayam,Tamil Nadu,641603,India,IN,hospital,null,null,"Rams Multi Speciality Hospital is a highly qualified gynecologist providing comprehensive women's healthcare services. Expert care in obstetrics, gynecology, and women's health with a focus on patient comfort and advanced medical care.",null,null,"[""gynecologyAndObstetrics"",""internalMedicine""]","[""Treats gynecological conditions"",""Provides routine gynecological check-ups"",""Provides women's health consultations"",""Offers family planning services"",""Provides pregnancy care and obstetric services""]",[],"[""Specializes in obstetrics, gynecology, and women's health""]",null,0,TRUE,FALSE,null,null,null,null,null,null,11.11670303,77.33309937
Rana Dental Clinic ISO 9001:2015 Certified CC147 Street No 47 Newtown,"[""+917980475581"",""+917980484618""]",null,null,"[""https://www.facebook.com/groups/2062188457182060/posts/6872575272809997/"",""http://www.ranadentalclinic.com/""]",http://www.ranadentalclinic.com/,null,https://www.facebook.com/664610527014619,null,null,null,Cc147 Street No 47,null,null,Newtown,Rajarhat,700162,India,IN,dentist,null,null,Rana Dental Clinic ISO 9001:2015 Certified,null,null,"[""dentistry""]",[],[],"[""ISO 9001:2015 certified""]",null,1,TRUE,null,null,null,null,null,null,null,22.57706451,88.4702301
Ranchi Dental & Polyclinic,"[""+916260994976""]",+916260994976,ranchipolyclinic@gmail.com,"[""https://www.facebook.com/102676488237131""]",null,null,https://www.facebook.com/102676488237131,null,null,null,"Near Medica Hospital, Bariatu Road",null,null,Ranchi,Jharkhand,834009,India,IN,dentist,private,null,"Our dental treatment is best in town. Near Medica Hospital, Bariatu Road, Ranchi.",null,null,"[""dentistry""]",[],[],[],null,1,FALSE,null,null,null,null,582,558,null,23.39787102,85.37421417
Ranchi Rheumatology Centre,"[""+917070433889"",""+919835841435""]",null,null,"[""https://ranchirheumatologycentre.com/""]",https://ranchirheumatologycentre.com/,null,https://www.facebook.com/105618841569464,null,null,null,Near Late Dr. K.k.sinha Residence,"Bargain Chowk, Bariatu",null,Ranchi,Jharkhand,834009,India,IN,clinic,null,null,An initiative of Dr. Bindhyachal Kumar Gupta,null,null,"[""pathology"",""pediatricRheumatology"",""rheumatology"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,23.4011116,85.3664856
Randeep Multi Speciality Hospital,"[""+919914370217""]",+919914370217,null,"[""https://www.mappls.com/place-randeep+multi+speciality+hospital-sarna-punjab-145025-ypvht1@zdata=MzIuMjU5MTk4Kzc1LjU4MTc0NysxNyt5cHZodDErKw==ed""]",null,null,https://www.facebook.com/142722996262308,null,null,null,Nh 54,null,null,Sarna,Punjab,145025,India,IN,hospital,null,null,Hospital,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,32.25920868,75.58174133
Rangpur Homoeo Chamber (Medhi),"[""+918402839340""]",+918402839340,rangpurhomoeo2023@gmail.com,"[""https://www.facebook.com/133862486476158"",""https://www.justdial.com/Sibsagar/Homeopathic-Medicine-Retailers/nct-11167222""]",null,null,https://www.facebook.com/133862486476158,null,null,null,Sankar Mandir Roadt. Road Ganakpatty,null,null,Sibsagar,Assam,785600,India,IN,farmacy,private,null,Homeopathic Medicine Retailers,null,null,"[""familyMedicine""]","[""Provides homeopathic consultation services""]",[],"[""Dr. Debanata Borah (MD) is listed as a practitioner on the Rangpur Homoeo Chamber signboard"",""Has qualified homoeopathic practitioners"",""Opening soon"",""Outpatient homeopathic clinic"",""Offers homoeopathic treatment for all kinds of diseases with medicines""]",null,1,TRUE,FALSE,null,2024-12-09,null,41,11,null,26.98046112,94.63597107
Rani Shankar Hospital,"[""+912228104533""]",null,null,"[""https://www.sulekha.com/rani-shankar-hospital-mira-road-mumbai-contact-address"",""http://www.ranishankarhospital.com/""]",http://www.ranishankarhospital.com/,null,https://www.facebook.com/1385128921783426,null,null,null,"Semtan Manor Ground Floor, Vodafone Gallery",null,null,Mira Road,Mumbai,401107,India,IN,hospital,null,null,"Welcome to Rani Shankar Hospital, a dedicated multi-specialty healthcare facility located on Mira-Bhayandar Road, Mumbai. We operate 24/7, providing a wide range of medical services to empower our community. Our mission is to strengthen healthcare by helping patients make informed choices. With a team of highly skilled specialists and excellent medical infrastructure, we adhere to the highest ethical and professional standards in patient care. Our success rate stands at 4.5 out of 5, reflecting our commitment to excellence and the satisfaction of our 79 happy customers. At Rani Shankar Hospital, we pride ourselves on our renowned and certified staff who are dedicated to providing accountable and high-quality healthcare. Our facility is designed to meet stringent benchmarks characteristic of leading medical institutions worldwide. Whether you visit us in person or seek our services online, our team is here to support you every step of the way. We are committed to enhancing healthcare in our community with compassion and care.",null,null,"[""dentistry"",""internalMedicine""]","[""Impaction/Impacted Tooth Extraction"",""Crowns and Bridges Fixing"",""Inlays and Onlays"",""Dental Fillings"",""Cosmetic Veneers/Bonding"",""Dental Implant Fixing"",""Laminates"",""Wedding Smile Planner"",""Cosmetic/Aesthetic Dentistry"",""Smile Design""]",[],"[""Offers comprehensive dental care"",""Multi-specialty healthcare facility"",""24/7 operation""]",null,0,TRUE,FALSE,null,null,null,0,0,0,19.01089096,72.90382385
Ranjan Medicals,"[""+918026655683""]",+918026655683,null,"[""https://www.facebook.com/1936663933224762""]",null,null,https://www.facebook.com/1936663933224762,null,null,null,39th Cross Road,null,null,Bangalore,Karnataka,560041,India,IN,clinic,private,null,Medical centre,null,null,"[""familyMedicine""]",null,null,null,null,1,FALSE,null,null,2018-07-10,null,4,4,null,12.92070484,77.59318542
"Rao Hospital (M/garh Road), Narnaul, India, Haryana","[""+919416839608""]",+919416839608,raoshubham027@gmail.com,"[""https://www.justdial.com/Narnaul/Rao-Hospital-Nasibpur-Mohindergerh-Road/9999P1282-1282-230429155356-I7Q4_BZDET"",""https://www.facebook.com/Raoshubham19/""]",null,null,https://www.facebook.com/110248040530426,null,null,null,M/garh Road,Nasibpur,null,Narnaul,Haryana,123001,India,IN,hospital,null,null,A Super Speciality Trauma Hospital,null,null,"[""emergencyMedicine"",""dermatology"",""internalMedicine""]",[],[],"[""Dermatology skin specialist on site (Dr. Rakesh Shinde)"",""Provides 24/7 emergency care""]",null,null,null,null,null,null,null,null,null,null,28.05375481,76.10565186
Rapha Child Development Centre,"[""+919030999100""]",+919030999100,null,"[""https://www.facebook.com/100467641337894""]",null,null,https://www.facebook.com/100467641337894,null,null,null,Old Employment Street.,null,null,Sangareddy,Telangana,502295,India,IN,hospital,null,null,Comprehensive Rehabilitation centre for Paediactris and Elders with disabilities.,null,null,"[""pediatrics"",""internalMedicine"",""physicalMedicineAndRehabilitation"",""pediatricRehabilitationMedicine""]",[],[],"[""Comprehensive rehabilitation centre for paediatrics and elders with disabilities""]",null,1,FALSE,FALSE,null,2023-04-09,null,171,169,null,17.60703659,78.08157349
Rasai Eye Care,"[""+917774018786""]",null,null,"[""https://www.justdial.com/Mumbai/Rasai-Eye-Care-Mahavir-Nagar-Kandivali-West/022PXX22-XX22-210913175204-D2T4_BZDET"",""http://www.rasaieyecare.com/""]",http://www.rasaieyecare.com/,null,https://www.facebook.com/107747831385722,null,null,null,"Shop Number 8a, Kalpavruksh Garden",New Link Road,Mahavir Nagar-kandivali West,Mumbai,Maharashtra,400067,India,IN,clinic,private,null,"Renowned ophthalmology clinic offering specialized services in cataract, refractive surgery, and more.",null,null,"[""familyMedicine""]","[""Refractive surgery"",""Cataract surgery""]",[],"[""Renowned ophthalmology clinic offering cataract and refractive surgery""]",null,null,null,TRUE,null,null,null,null,null,null,19.21544647,72.83781433
Rasamrut Ayurved Chikitsalaya Agnikarma and Viddhakarma Research Centre,"[""+917773996397""]",+917773996397,vidyamankankal@gmail.com,"[""https://www.facebook.com/100456513137360/""]",null,null,https://www.facebook.com/100456513137360,null,null,null,Behind Bus Stand Near Tayade Hospital In Front Of Shivam Fitness Khandala Road,null,null,Chikhli,Maharashtra,443200,India,IN,clinic,private,null,Management of joint and spine diseases with Suvarna shalaka Agnikrma and Viddhakarma & panchakrma centre,null,null,"[""orthopedicSurgery"",""spineNeurosurgery"",""familyMedicine""]","[""Performs Suvarna Shalaka Agnikarma (Agnikarma) for management of joint and spine diseases"",""Performs Viddhakarma"",""Provides Panchakarma center services""]",[],null,null,1,FALSE,null,null,null,null,178,null,null,20.35179901,76.26469421
Rasi Acupuncture Alternative Medical Centre,"[""+918220640740""]",+918220640740,null,"[""https://www.facebook.com/104396987684529"",""http://www.onefivenine.com/india/Listing/Town/hospitals/Tuticorin/Kovilpatti""]",null,null,https://www.facebook.com/104396987684529,null,null,null,5b3; Pasuvanthanai Main Road,null,null,Kovilpatti,Tamil Nadu,628501,India,IN,clinic,null,null,Medical laboratory,null,null,"[""familyMedicine"",""internalMedicine""]",null,null,"[""Operates an on-site medical laboratory""]",null,1,null,TRUE,20,null,0,0,null,null,9.16925621,77.8731842
Rathi Dental Center,"[""+919819972844""]",+919819972844,[email protected],"[""http://www.rathidental.com/"",""https://rathidental.com/about-us.php""]",http://www.rathidental.com/,1998,https://www.facebook.com/103121104722966,null,null,null,"121, Juhu Jivan",Opp. Criticare Hospital Lane,"Swami Samarth Ramdas Marg, Gulmohar 8th Cross Road, Juhu",Mumbai,Maharashtra,400049,India,IN,clinic,private,null,"Welcome to Rathi Dental Center, where excellence meets expertise in the heart of Juhu, Mumbai! Led by the dynamic duo of dentistry, Dr. Akshay Rathi and Dr. Seema Rathi, our practice stands as a beacon of world-class dental care, catering to meet the unique needs of each patient, and delivering results that exceed expectations every time.",4,null,"[""pediatricDentistry"",""familyMedicine"",""orthodontics"",""prosthodontics"",""dentoalveolarSurgery"",""endodontics"",""dentistry"",""aestheticDentistry""]","[""Full Mouth Rehabilitation"",""Root Canal Treatment"",""Bad Breath Treatment"",""Sleep Apnea treatment"",""Teeth Cleaning"",""Habit Breaking Appliances"",""Ceramic Braces"",""Single Implant"",""Cosmetic Dental Treatment"",""TMJ Treatment"",""Pit and Fissure Sealants"",""Painless Dental Treatment"",""All on 4 Implant"",""Teeth Whitening"",""Tooth Cavity Filling"",""Braces Treatment"",""Orthodontic Treatment For Kids"",""Crown & Bridges"",""Dental Implants"",""Dentures"",""Lingual Braces"",""Laser Dental Treatment"",""Smile Makeover"",""Dental Veneers"",""All on 6 Implant"",""Tooth Extraction"",""Invisible Braces"",""Wisdom Tooth Removal"",""Digital Smile Designing"",""Single Sitting Root Canal Treatment"",""Emergency Dental Care"",""Metal Braces"",""Self Ligating Braces"",""Missing Tooth Treatment"",""Sports Mouthguard"",""Space Maintainers"",""Aligners"",""Gum Treatment""]","[""In-house Advanced 3D Lab for precision-fit invisible aligners and Digital Smile Designing""]","[""Training programs Orthotrain and Implantotrain"",""Four doctors on staff: Dr. Akshay Rathi, Dr. Seema Rathi, Dr. Vyom Rathi, Dr. Jinal Mamtora"",""Has undergone more than 25 years of operation"",""Led by Dr. Akshay Rathi and Dr. Seema Rathi"",""Has placed over 3,000 dental implants"",""Offers Emergency Dental Care"",""Has served over 10,000 patients"",""Founded in 1998"",""Offers orthodontic and implantology services"",""Has 10+ team members"",""Based in Juhu, Mumbai"",""Has more than 25 years of operation""]",null,3,TRUE,TRUE,null,null,null,null,null,null,19.11379623,72.83454895
Rathore multispecelity clinic indore,"[""+919826698768""]",+919826698768,antimrathore55@gmail.com,"[""https://www.facebook.com/107972117300812""]",null,null,https://www.facebook.com/107972117300812,null,null,null,"Ganga Vihar, Shivdham Gate Limbodi",null,null,Indore,Madhya Pradesh,452020,India,IN,clinic,private,null,"Rathore multispecelity clinic indore located at Ganga vihar, Shivdham Gate Limbodi, Indore, Madhya Pradesh, India; phone +919826698768; email antimrathore55@gmail.com",null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.66553116,75.89056396
Ratna Ayurveda Clinic and Wellness Center,"[""+917990748852""]",+917990748852,ratnaayurvedarajkot@gmail.com,"[""https://www.facebook.com/111194448657600""]",null,null,https://www.facebook.com/111194448657600,null,null,null,"113, First Floor","Haridwar Habitat, Near Shyamal Skylife","Jivraj Park, 80 Feet Road, Mota Mava",Rajkot,Gujarat,360005,India,IN,clinic,null,null,Our aim is to make evidence and research based Ayurveda medical care available to everyone,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.25736618,70.76278687
Ratna Clinic,"[""+912512703322""]",+912512703322,null,"[""https://bdir.in/p/best/in/pediatrician-doctors-in-ulhasnagar-mh/MTA4NDYx"",""https://www.facebook.com/137136779706786""]",null,null,https://www.facebook.com/313492095731948,null,null,null,Opp Hemraj Dairy Nr Gol Maidan,"Opp Hemraj Dairy, Sidhi Vinayak Nagar",null,Ulhasnagar,Maharashtra,421001,India,IN,clinic,null,null,This is a consulting room basically for children . dr sujata hirwani is dr in chage of this well equiped paeditric set up. madam sujata is very experienced paediatrician with more than 10 yrs experince. she has done DCH DNB PAEDIATRICS.,null,null,"[""pediatrics"",""familyMedicine""]",[],[],"[""Ratna Clinic is a pediatric clinic located in Ulhasnagar, Maharashtra"",""Ratna Clinic is listed among the best pediatrician doctors in Ulhasnagar Mh on BDIR.IN""]",null,0,TRUE,TRUE,null,null,null,null,null,null,16.7473793,74.70898438
"Ratnaprabha Eye Hospital ,Shirur","[""+917775949728""]",+917775949728,null,"[""https://www.facebook.com/363318777450351""]",null,null,https://www.facebook.com/363318777450351,null,null,null,Maruti Ali,null,null,Shirur,Maharashtra,413249,India,IN,hospital,null,null,Eye Hospital and Cateract Surgery center,null,null,"[""internalMedicine"",""ophthalmology""]",null,null,null,null,1,FALSE,null,null,2024-09-27,1,534,523,null,18.82561874,74.37770844
"Raut's Advanced Dental Clinic, pandharkawda","[""+919028370145""]",+919028370145,null,"[""https://www.facebook.com/109309421573350""]",null,null,https://www.facebook.com/109309421573350,null,null,https://www.instagram.com/rauts_advanced_dental_clinic?igsh=mxdmbtrlz3zzn2w2bw==,Chalbardi Rd,null,null,Yavatmal,Maharashtra,445302,India,IN,clinic,null,null,your smile is our passion,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,20.02288055,78.54699707
Raut's Dental Clinic,"[""+919175996917""]",+919175996917,rautsdental@gmail.com,"[""https://www.facebook.com/114402247015817"",""https://rauts-dental-clinic.bussiness.site/?utm_source=gmb&utm_medium=referral""]",https://rauts-dental-clinic.bussiness.site/?utm_source=gmb&utm_medium=referral,null,https://www.facebook.com/114402247015817,null,null,null,Manvelpada Road,null,null,Virar,Maharashtra,401303,India,IN,clinic,private,null,Multispeciality Dental Clinic. Now open with complete precautions and new protocols for COVID-19.,null,null,"[""dentistry"",""familyMedicine""]",[],[],"[""Provides multispeciality dental services""]",null,1,FALSE,null,null,null,null,1000,1000,null,19.4531002,72.81300354
Ravi Dental Hospital and Implant Center,"[""+914027120060""]",+914027120060,null,"[""https://www.facebook.com/DrGitamalathi/"",""https://www.facebook.com/375277536173214""]",null,null,https://www.facebook.com/375277536173214,null,null,null,"Rukminipuri Colony, Sharada Theater Lane, Plot No - C-31, As Rao Nagar",null,null,Hyderabad,Telangana,500062,India,IN,dentist,private,null,Dental hospital and implant center,null,null,"[""dentistry""]",[],[],"[""Dental hospital and implant center"",""Based in Hyderabad, Telangana, India""]",null,1,TRUE,null,null,2017-01-10,null,1000,3,4,17.48219681,78.55519104
Ravi Medical,"[""+919490035596""]",+919490035596,null,"[""http://www.onefivenine.com/india/Listing/Town/hospitals/Adilabad/Nirmal"",""https://www.facebook.com/113123773478035""]",null,null,https://www.facebook.com/113123773478035,null,null,null,Chinthakunta Wada,null,null,Nirmal,Telangana,504106,India,IN,hospital,null,null,Medical laboratory,null,null,"[""pathology"",""internalMedicine""]",[],[],"[""Operates as a medical laboratory"",""Hospital located in Nirmal, Telangana, India""]",null,0,FALSE,TRUE,null,null,0,0,0,0,16.99971771,79.95957947
Ravis Multispeciality Dental Care And Orthodontic Research Centre,"[""+919288888841""]",null,drravi.ps2@gmail.com,"[""https://www.justdial.com/Alappuzha/Ravis-Multispeciality-Dental-Care-And-Orthodontic-Research-Centre-Aroor-Alappuzha/0477PX477-X477-181002220917-X7E2_BZDET"",""https://www.quickerala.com/alleppey/aroor/ravis-multispeciality-dental-care-and-orthodontic-research-centre/294229""]",null,2018,https://www.facebook.com/213462642783272,null,null,null,Beside Aroor Village Office,null,null,Kochi,Kerala,688534,India,IN,dentist,private,null,"Renowned dental care institute offering a range of services including dentures, tooth extraction, and cosmetic dentistry.",null,null,"[""dentistry"",""orthodontics""]",null,null,null,null,null,null,TRUE,2,null,null,null,null,null,9.869146347,76.30485535
Rawat Hearing and Speech Clinic,"[""+919058977822""]",null,null,"[""https://www.justdial.com/Dehradun/Speech-Therapy-Centres-in-Sahastradhara-Road/nct-10447118"",""https://hearandspeech.in/""]",https://hearandspeech.in/,null,https://www.facebook.com/100264456009306,null,null,null,56/2 Canal Road,Jakhan,null,Dehradun,Uttarakhand,248001,India,IN,clinic,null,null,Hearing and Speech Clinic. 20 Years in Healthcare.,null,null,"[""familyMedicine"",""otolaryngology""]",null,null,null,null,null,null,null,null,null,null,null,null,null,30.35464478,78.06887817
Ray Skin Hair Laser Clinic,"[""+919003050858""]",+919003050858,rayskinclinic@gmail.com,"[""https://www.facebook.com/114641648163260"",""https://www.justdial.com/Tirupur/Ray-Skin-Hair-Laser-Clinic-Mannarai-Bus-Stop-Mannarai/9999PX421-X421-230323172402-B1M8_BZDET""]",null,null,https://www.facebook.com/114641648163260,null,null,null,"Maniyakarar Complex, Mannarai Bus Stop, Uthukuli Main Road",null,null,Tirupur,Tamil Nadu,641607,India,IN,clinic,private,null,Page · Dermatologist · Skin Care Service · Laser Hair Removal Service,null,null,"[""familyMedicine""]",null,null,null,null,null,null,TRUE,null,null,null,null,null,null,11.11650467,77.37149048
Razia Clinic,"[""+919940404980""]",+919940404980,null,"[""https://www.facebook.com/166394840672680""]",null,null,https://www.facebook.com/166394840672680,null,null,null,Kumudham Nagar Main Road,null,null,Chennai,Tamil Nadu,600125,India,IN,hospital,null,null,"Razia Clinic is a hospital listed on Facebook with address Kumudham Nagar Main Road, Chennai, Tamil Nadu, India.",null,null,"[""familyMedicine"",""internalMedicine""]",[],[],[],null,1,FALSE,null,null,null,0,5,5,null,13.01993465,80.16783142
Rcmassist Healthcare Solutions,"[""+919946946966""]",null,null,"[""http://www.rcmaasist.com/"",""https://www.thecompanycheck.com/org/rcmassist-healthcare-solutions-private/74e2fa8492""]",http://www.rcmaasist.com/,2021,https://www.facebook.com/103143935601344,null,null,null,Sastha Temple Road,Block Palluruthy,null,Palluruthy S.o,Kerala,682006,India,IN,hospital,private,null,"Rcmassist Healthcare Solutions Private Limited is a Private Limited Company incorporated on 24-May-2021, with major activity in Services, Human health activities, and hospital activities.",null,null,"[""internalMedicine""]",[],[],[],2025-12-21,0,null,FALSE,null,null,null,null,null,null,9.996023178,76.2805481
Rebba Prasada Rao Memorial Hospital,"[""+917777955499""]",+917777955499,rprhospital2021@gmail.com,"[""https://www.facebook.com/rprhospital2021/"",""https://www.justdial.com/Repalle/Rebba-Prasada-Rao-Memorial-Hospital-Opposite-Indian-Oil-Petrol-Bunk-Repalle/9999P8648-8648-240928211006-U8M7_BZDET""]",null,null,https://www.facebook.com/108694808229366,null,null,null,"Nakkavani Cheruvu, Opposite Indian Oil Petrol Bunk, Nizampattanam Road",null,null,Repalle,Andhra Pradesh,522265,India,IN,hospital,null,null,null,null,null,"[""internalMedicine""]",null,null,null,null,1,null,null,null,null,null,119,null,null,16.01662064,80.82188416
Rebirth Health & Diagnostic Center,"[""+917637956666""]",+917637956666,rebirth.health18@gmail.com,"[""https://www.facebook.com/458415158023354"",""https://www.facebook.com/rebirthhealth18/""]",null,null,https://www.facebook.com/458415158023354,null,null,null,"New Mission Market. Dr. Huze Road, Mubarak Complex, 1st Floor",null,null,Nagaon,Assam,782002,India,IN,clinic,private,null,"All Kind of Blood Test, Urine Test, Stool Test, ECG, Digital X-Ray is available. Physiotherapy with latest equipments. Ultra Sound will be coming Soon.",null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,26.2242012,92.73692322
Recure Clinic,"[""+919318323221""]",+919318323221,recureclinicdelhi@gmail.com,"[""https://www.justdial.com/Delhi/Recure-Clinic-Ashok-Vihar/011PXX11-XX11-240822163634-F9K5_BZDET"",""https://www.facebook.com/367662469767612""]",null,null,https://www.facebook.com/367662469767612,null,null,null,Lig Flat- 104a Ground Floor Harihar Apartments,Phase -2,null,Ashok Vihar,Delhi,110052,India,IN,clinic,private,null,Sports Physiotherapy; Physiotherapy for Sports Injury Rehabilitation; PIVD (Prolapsed Intervertebral Disc); Neck Pain; Sciatica Pain; Tape Stripping; Sports Fracture Rehabilitation.,null,null,"[""familyMedicine"",""physicalMedicineAndRehabilitation""]","[""Treats sciatica pain"",""Treats neck pain"",""Tape Stripping"",""Physiotherapy for Sports Injury Rehabilitation"",""Physiotherapy for PIVD (Prolapsed Intervertebral Disc)""]",null,"[""Offers physiotherapy services including sports injury rehabilitation"",""Located in Ashok Vihar, Delhi"",""Specializes in sports physiotherapy and rehabilitation"",""Has a JustDial rating of 4.9/5 from 163 reviews""]",null,2,TRUE,null,null,null,null,35,11,null,28.69788551,77.17558289
Red Cross Bhavan,"[""+919845298629""]",+919845298629,null,"[""https://www.mappls.com/place-red+cross+bhavan-brahmagiri-udupi-karnataka-576101-ute4u2@zdata=MTMuMzMzOTQ4Kzc0Ljc0MDQ4NCsxNyt1dGU0dTIrKw==ed""]",null,null,https://www.facebook.com/381679339004785,null,null,null,Brahmagiri,null,null,Udupi,Karnataka,576101,India,IN,clinic,null,null,"Clinic located at Brahmagiri, Udupi, Karnataka. Opening Hours: Open: Mon-Sun 10:00-18:00.",null,null,"[""familyMedicine""]",[],[],"[""Clinic""]",null,null,null,null,null,null,null,null,null,null,13.33395481,74.74048615
Red Cross Bhawan Hospital,"[""+911732237892""]",+911732237892,null,"[""redcrossynr.com"",""https://www.mappls.com/place-red+cross+bhawan+hospital-sector+17-jagadhri-yamunanagar-haryana-135003-6bdta3@zdata=MzAuMTQ4MzA4Kzc3LjI5NjEzKzE3KzZiZHRhMysrbnI=ed""]",redcrossynr.com,null,https://www.facebook.com/749658431727975,null,null,null,6bdta3,Sector 17,null,Jagadhri,Haryana,135003,India,IN,hospital,null,null,null,null,null,"[""internalMedicine""]",[],[],[],null,null,null,null,null,null,null,null,null,null,30.14822197,77.29608917
Redcliffe Labs Raebareli,"[""08988988787""]",null,null,"[""https://redcliffelabs.com/raebareli""]",https://redcliffelabs.com/raebareli,null,null,null,null,null,"Medarcs Hospital, Saraswati Nagar, Kishunpur, Ramchandra, Dhamsirai Ka Purwa",null,null,Raebareli,Uttar Pradesh,229001,India,IN,clinic,null,null,"Redcliffe Labs Raebareli offers sample collection and lab visit services at Medarcs Hospital, Raebareli, Uttar Pradesh.",null,null,"[""pathology"",""familyMedicine""]",null,null,null,null,5,FALSE,TRUE,null,null,null,null,null,null,26.25094032,81.23841858
